id,name_ru,name_eng,brand,description,year_in,year_out,year_return,status,is_leave,comment,createdAt,updatedAt,publishedAt,segment,rage,country,country_root,links_text,images_text,peoples_text
115,"Украинская It-Компания, Владелец Tiu.Ru, Prom.Ua, Deal.By, Stuz.Kz, Rozetka Travel И Других Торговых Сервисов.","Украинская It-Компания, Владелец Tiu.Ru, Prom.Ua, Deal.By, Stuz.Kz, Rozetka Travel И Других Торговых Сервисов.",Evo,маркетплейс и конструктор сайтов,2022-03-01,2022-03-01,2022-03-01,3,true,,2022-03-06T19:14:09.096Z,2022-03-06T19:14:09.096Z,2022-03-06T22:14:09.079Z,0,0,,,,,
116,E-Katalog,E-Katalog,E-Katalog,мркетплейс,2022-03-28,2022-03-28,2022-03-28,3,true,,2022-03-06T19:14:09.126Z,2022-03-06T19:14:09.126Z,2022-03-06T22:14:09.110Z,0,0,,,,,
117,Ebay,Ebay,Ebay Inc.,маркетплей,2022-03-05,2022-03-05,2022-03-05,2,true,,2022-03-06T19:14:09.155Z,2022-03-06T19:14:09.155Z,2022-03-06T22:14:09.140Z,0,0,,,,,
118,,,Asos,Британский онлайн-магазин одежды и косметики,2022-03-02,2022-03-02,2022-03-02,1,true,,2022-03-06T19:14:09.185Z,2022-03-06T19:14:09.185Z,2022-03-06T22:14:09.170Z,0,0,,,,,
119,Plzensky Prazdroj,Plzensky Prazdroj,Plzensky Prazdroj,производитель пива,2022-03-02,2022-03-02,2022-03-02,1,true,,2022-03-06T19:14:09.215Z,2022-03-06T19:14:09.215Z,2022-03-06T22:14:09.199Z,0,0,,,,,
120,Staropramen,Staropramen,Staropramen,производитель пива,2022-03-02,2022-03-02,2022-03-02,1,true,,2022-03-06T19:14:09.245Z,2022-03-06T19:14:09.245Z,2022-03-06T22:14:09.229Z,0,0,,,,,
121,Budejovicky Budvar,Budejovicky Budvar,Budejovicky Budvar,производитель пива,2022-03-02,2022-03-02,2022-03-02,1,true,,2022-03-06T19:14:09.275Z,2022-03-06T19:14:09.275Z,2022-03-06T22:14:09.259Z,0,0,,,,,
122,Bernard,Bernard,Bernard,производитель пива,2022-03-02,2022-03-02,2022-03-02,1,true,,2022-03-06T19:14:09.307Z,2022-03-06T19:14:09.307Z,2022-03-06T22:14:09.289Z,0,0,,,,,
123,Adidas,Adidas,Adidas Ag,"немецкая транснациональная компания по производству спортивной одежды, обуви и аксессуаров",2022-03-01,2022-03-01,2022-03-01,1,true,,2022-03-06T19:14:09.336Z,2022-03-06T19:14:09.336Z,2022-03-06T22:14:09.321Z,0,0,,,,,
124,Nike,Nike,"Nike, Inc.","американская транснациональная компания, специализирующаяся на спортивной одежде и обуви",2022-03-01,2022-03-01,2022-03-01,1,true,,2022-03-06T19:14:09.365Z,2022-03-06T19:14:09.365Z,2022-03-06T22:14:09.350Z,0,0,,,,,
125,Iherb,Iherb,Iherb,магазин по торговле БАДами,2022-03-02,2022-03-02,2022-03-02,1,true,,2022-03-06T19:14:09.397Z,2022-03-06T19:14:09.397Z,2022-03-06T22:14:09.381Z,0,0,,,,,
126,"Smirnoff, Black Label, Johnnie Walker, J&B, Guinness, Baileys, Captain Morgan, Gordon'S ","Smirnoff, Black Label, Johnnie Walker, J&B, Guinness, Baileys, Captain Morgan, Gordon'S ",Diageo,производитель алкоголя,2022-03-03,2022-03-03,2022-03-03,1,true,,2022-03-06T19:14:09.427Z,2022-03-06T19:14:09.427Z,2022-03-06T22:14:09.412Z,0,0,,,,,
127,Marks & Spencer,Marks & Spencer,Fiba Group,британский ритейлер,2022-03-03,2022-03-03,2022-03-03,1,true,,2022-03-06T19:14:09.457Z,2022-03-06T19:14:09.457Z,2022-03-06T22:14:09.442Z,0,0,,,,,
128,Puma,Puma,Puma Se,"специализируется на выпуске спортивной обуви, одежды, инвентаря и парфюмерии",2022-03-02,2022-03-02,2022-03-02,1,true,,2022-03-06T19:14:09.486Z,2022-03-06T19:14:09.486Z,2022-03-06T22:14:09.471Z,0,0,,,,,
129,Accenture,Accenture,Accenture," консалтинговая компания из Ирландии",2022-03-03,2022-03-03,2022-03-03,1,true,,2022-03-06T19:14:09.514Z,2022-03-06T19:14:09.514Z,2022-03-06T22:14:09.500Z,0,0,,,,,
130,Gsmserver,Gsmserver,Gsmserver,"Один из крупнейших магазинов по продаже программаторов, активаций, кредитов, и многого другого",2022-02-24,2022-02-24,2022-02-24,1,true,,2022-03-06T19:14:09.543Z,2022-03-06T19:14:09.543Z,2022-03-06T22:14:09.528Z,0,0,,,,,
131,Medusabox.Com,Medusabox.Com,Medusabox.Com,"программаторы,адаптеры,Кабели",2022-03-06,2022-03-06,2022-03-06,1,true,,2022-03-06T19:14:09.601Z,2022-03-06T19:14:09.601Z,2022-03-06T22:14:09.585Z,0,0,,,,,
132,Prada,Prada,Prada,"итальянский производитель модной одежды, обуви и аксессуаров",2022-03-05,2022-03-05,2022-03-05,1,true,,2022-03-06T19:14:09.631Z,2022-03-06T19:14:09.631Z,2022-03-06T22:14:09.615Z,0,0,,,,,
133,Deezer,Deezer,Deezer,"Музыкальный стриминговый сервис ",2022-03-04,2022-03-04,2022-03-04,1,true,,2022-03-06T19:14:09.664Z,2022-03-06T19:14:09.664Z,2022-03-06T22:14:09.649Z,0,0,,,,,
134,Coursera,Coursera,Coursera,Сервис с онлайн курсами,2022-03-04,2022-03-04,2022-03-04,3,true,,2022-03-06T19:14:09.693Z,2022-03-06T19:14:09.693Z,2022-03-06T22:14:09.678Z,0,0,,,,,
135,Booking Com,Booking Com,The Priceline Group,система интернет-бронирования отелей,2022-03-04,2022-03-04,2022-03-04,1,true,,2022-03-06T19:14:09.725Z,2022-03-06T19:14:09.725Z,2022-03-06T22:14:09.709Z,0,0,,,,,
136,Airbnb,Airbnb,Airbnb,онлайн-площадка для размещения и поиска краткосрочной аренды частного жилья по всему миру,2022-03-04,2022-03-04,2022-03-04,1,true,,2022-03-06T19:14:09.754Z,2022-03-06T19:14:09.754Z,2022-03-06T22:14:09.739Z,0,0,,,,,
137,Ea,Ea,Electronic Arts,разработчик игр,2022-03-02,2022-03-02,2022-03-02,1,true,решили убрать ру комманды из fifa,2022-03-06T19:14:09.783Z,2022-03-06T19:14:09.783Z,2022-03-06T22:14:09.768Z,0,0,,,,,
138,Cd Projekt Red,Cd Projekt Red,Cd Projekt Red,разработчик игр,2022-03-03,2022-03-03,2022-03-03,1,true,,2022-03-06T19:14:09.815Z,2022-03-06T19:14:09.815Z,2022-03-06T22:14:09.800Z,0,0,,,,,
139,Steam,Steam,Valve,маркетплейс и разработка игр,2022-03-03,2022-03-03,2022-03-03,1,true,запрет оплаты с ру счетов,2022-03-06T19:14:10.073Z,2022-03-06T19:14:10.073Z,2022-03-06T22:14:10.057Z,0,0,,,,,
140,Gog.Com,Gog.Com,Gog,маркетплейс,2022-03-02,2022-03-02,2022-03-02,1,true,перестал обрабатывать платежи в рублях — всё из-за нестабильного курса российской валюты. Региональные цены при этом сохранились,2022-03-06T19:14:10.104Z,2022-03-06T19:14:10.104Z,2022-03-06T22:14:10.089Z,0,0,,,,,
141,Ps Store,Ps Store,Playstation,маркетплейс и разработка игр,2022-03-02,2022-03-02,2022-03-02,2,true,,2022-03-06T19:14:10.134Z,2022-03-06T19:14:10.134Z,2022-03-06T22:14:10.119Z,0,0,,,,,
142,,,"Activision Blizzard, Inc",разработчик игр,2022-03-04,2022-03-04,2022-03-04,1,true,,2022-03-06T19:14:10.163Z,2022-03-06T19:14:10.163Z,2022-03-06T22:14:10.148Z,0,0,,,,,
143,"Mario, Donkey Kong, The Legend Of Zelda, Pokémon, Kirby, Metroid, Fire Emblem, Animal Crossing, Splatoon, Star Fox, Xenoblade Chronicles И Super Smash Bro","Mario, Donkey Kong, The Legend Of Zelda, Pokémon, Kirby, Metroid, Fire Emblem, Animal Crossing, Splatoon, Star Fox, Xenoblade Chronicles И Super Smash Bro",Nintendo,разработчик игр,2022-03-02,2022-03-02,2022-03-02,1,true,,2022-03-06T19:14:10.193Z,2022-03-06T19:14:10.193Z,2022-03-06T22:14:10.179Z,0,0,,,,,
144,"Grand Theft Auto, Midnight Club, Max Payne, Manhunt И Red Dead","Grand Theft Auto, Midnight Club, Max Payne, Manhunt И Red Dead",Rockstar Games,разработчик игр,2022-03-05,2022-03-05,2022-03-05,1,true,,2022-03-06T19:14:10.222Z,2022-03-06T19:14:10.222Z,2022-03-06T22:14:10.208Z,0,0,,,,,
145,,,Disney,киноконцерн,2022-02-28,2022-02-28,2022-02-28,1,true,,2022-03-06T19:14:10.251Z,2022-03-06T19:14:10.251Z,2022-03-06T22:14:10.236Z,0,0,,,,,
146,,,"Warner Bros. Entertainment, Inc",киноконцерн,2022-03-01,2022-03-01,2022-03-01,1,true,,2022-03-06T19:14:10.281Z,2022-03-06T19:14:10.281Z,2022-03-06T22:14:10.265Z,0,0,,,,,
147,,,Paramount Pictures,кинокомпания,2022-03-01,2022-03-01,2022-03-01,1,true,,2022-03-06T19:14:10.310Z,2022-03-06T19:14:10.310Z,2022-03-06T22:14:10.296Z,0,0,,,,,
148," Universal"," Universal",Universal Pictures,кинокомпания,2022-03-02,2022-03-02,2022-03-02,1,true,,2022-03-06T19:14:10.340Z,2022-03-06T19:14:10.340Z,2022-03-06T22:14:10.326Z,0,0,,,,,
149,,,Sony,кинокомпания,2022-03-01,2022-03-01,2022-03-01,1,true,,2022-03-06T19:14:10.368Z,2022-03-06T19:14:10.368Z,2022-03-06T22:14:10.354Z,0,0,,,,,
150,,,Евровидение,это что-то,2022-02-25,2022-02-25,2022-02-25,1,true,,2022-03-06T19:14:10.397Z,2022-03-06T19:14:10.397Z,2022-03-06T22:14:10.382Z,0,0,,,,,
151,,,Megogo,онлайн-кинотеатр,2022-03-01,2022-03-01,2022-03-01,1,true,,2022-03-06T19:14:10.426Z,2022-03-06T19:14:10.426Z,2022-03-06T22:14:10.411Z,0,0,,,,,
152,,,Esl,Киберспортивная организация,2022-03-02,2022-03-02,2022-03-02,1,true,,2022-03-06T19:14:10.454Z,2022-03-06T19:14:10.454Z,2022-03-06T22:14:10.440Z,0,0,,,,,
153,,,Storytel,онлайн-сервис аудиокниг,2022-03-04,2022-03-04,2022-03-04,1,true,,2022-03-06T19:14:10.485Z,2022-03-06T19:14:10.485Z,2022-03-06T22:14:10.469Z,0,0,,,,,
154,,,Bbc,телекомпания,2022-03-01,2022-03-01,2022-03-01,1,true,,2022-03-06T19:14:10.517Z,2022-03-06T19:14:10.517Z,2022-03-06T22:14:10.502Z,0,0,,,,,
155,Ninja Sushi,Ninja Sushi,Ninja Sushi,суши,2022-03-01,2022-03-01,2022-03-01,1,true,МОСКВА ОТПОЧКОВАЛАСЬ  https://prnt.sc/tfZIumQ4AuSi,2022-03-06T19:14:10.547Z,2022-03-06T19:14:10.547Z,2022-03-06T22:14:10.531Z,0,0,,,,,
156,,,Cannes Film Festival,Французский ежегодный кинематографический фестиваль.,2022-03-02,2022-03-02,2022-03-02,1,true,,2022-03-06T19:14:10.579Z,2022-03-06T19:14:10.579Z,2022-03-06T22:14:10.563Z,0,0,,,,,
157,,,Kevuru Games,разработчики игр,2022-03-06,2022-03-06,2022-03-06,3,true,,2022-03-06T19:14:10.611Z,2022-03-06T19:14:10.611Z,2022-03-06T22:14:10.595Z,0,0,,,,,
158,,,Oncoalert,"Международная организация онкологов ",2022-03-02,2022-03-02,2022-03-02,1,true,,2022-03-06T19:14:10.641Z,2022-03-06T19:14:10.641Z,2022-03-06T22:14:10.626Z,0,0,,,,,
159,Skyscanner.Ru,Skyscanner.Ru,Skyscanner,подбор билетов для авиаперелетов,2022-03-06,2022-03-06,2022-03-06,1,true,,2022-03-06T19:14:10.672Z,2022-03-06T19:14:10.672Z,2022-03-06T22:14:10.658Z,0,0,,,,,
160,Marsego,Marsego,Marsego,Магазин одежды,2022-03-02,2022-03-02,2022-03-02,3,true,"просто кинула всех российских клиентов, собрав деньги за заказ и в итоге не отправила заказы, а перечислила на нужды украинской армии. Не забыв при этом полить говном всех русских и всех у кого красный паспорт. (c) pikabu",2022-03-06T19:14:10.702Z,2022-03-06T19:14:10.702Z,2022-03-06T22:14:10.687Z,0,0,,,,,
161,Hostkoss.Com,Hostkoss.Com,Hostkoss,хостинг,2022-03-01,2022-03-01,2022-03-01,3,true,,2022-03-06T19:14:10.732Z,2022-03-06T19:14:10.732Z,2022-03-06T22:14:10.717Z,0,0,,,,,
162,,,Centr,Совет европейских национальных реестров доменов верхнего уровня,2022-03-01,2022-03-01,2022-03-01,3,true,,2022-03-06T19:14:10.763Z,2022-03-06T19:14:10.763Z,2022-03-06T22:14:10.748Z,0,0,,,,,
163,,,Carlsberg,Датская пивоваренная корпорация.,2022-03-04,2022-03-04,2022-03-04,1,true,,2022-03-06T19:14:10.793Z,2022-03-06T19:14:10.793Z,2022-03-06T22:14:10.779Z,0,0,,,,,
164,,,Dxc Technology,Американский IT компания,2022-03-04,2022-03-04,2022-03-04,1,true,,2022-03-06T19:14:10.824Z,2022-03-06T19:14:10.824Z,2022-03-06T22:14:10.809Z,0,0,,,,,
165,,,Epic Games,американский разрабочик и маркетплейс,2022-03-06,2022-03-06,2022-03-06,1,true,к купленным играм доступ остался,2022-03-06T19:14:10.854Z,2022-03-06T19:14:10.854Z,2022-03-06T22:14:10.838Z,0,0,,,,,
166,,,Esputnik,Украинский разработчик ПО для маркетинга,2022-03-04,2022-03-04,2022-03-04,1,true,,2022-03-06T19:14:10.882Z,2022-03-06T19:14:10.882Z,2022-03-06T22:14:10.868Z,0,0,,,,,
167,"Karl Fazer, Dumle И Geishа","Karl Fazer, Dumle И Geishа",Fazer,Финский производитель кондитерских изделий,2022-03-04,2022-03-04,2022-03-04,1,true,продолжает производство в рф,2022-03-06T19:14:10.912Z,2022-03-06T19:14:10.912Z,2022-03-06T22:14:10.897Z,0,0,,,,,
168,,,Fide,Международная спортивная шахматная организация,2022-02-27,2022-02-27,2022-02-27,1,true,,2022-03-06T19:14:10.943Z,2022-03-06T19:14:10.943Z,2022-03-06T22:14:10.927Z,0,0,,,,,
169,,,Fifa/Uefa,Международная футбольная организация,2022-02-28,2022-02-28,2022-02-28,1,true,,2022-03-06T19:14:10.972Z,2022-03-06T19:14:10.972Z,2022-03-06T22:14:10.957Z,0,0,,,,,
170,,,Formula One Group,Группа компаний-организаторов Чемпионата мира «Формула-1»,2022-02-25,2022-02-25,2022-02-25,1,true,,2022-03-06T19:14:11.001Z,2022-03-06T19:14:11.001Z,2022-03-06T22:14:10.986Z,0,0,,,,,
171,Юнипро,,Fortum,Финская энергокомпания,2022-02-24,2022-02-24,2022-02-24,1,true,,2022-03-06T19:14:11.030Z,2022-03-06T19:14:11.030Z,2022-03-06T22:14:11.015Z,0,0,,,,,
172,,,International Paralympic Committee,организация управляющая паралимпийским движением,2022-03-03,2022-03-03,2022-03-03,1,true,,2022-03-06T19:14:11.059Z,2022-03-06T19:14:11.059Z,2022-03-06T22:14:11.043Z,0,0,,,,,
173,,,Iihf,Международная федерация хоккея на льду.,2022-02-28,2022-02-28,2022-02-28,1,true,,2022-03-06T19:14:11.089Z,2022-03-06T19:14:11.089Z,2022-03-06T22:14:11.073Z,0,0,,,,,
174,,,Hashicorp,Американский разработчик программного обеспечения,2022-03-01,2022-03-01,2022-03-01,3,true,,2022-03-06T19:14:11.119Z,2022-03-06T19:14:11.119Z,2022-03-06T22:14:11.104Z,0,0,,,,,
175,,,Host Tracker,Украинский сервис сетевого мониторинга,2022-03-02,2022-03-02,2022-03-02,1,true,,2022-03-06T19:14:11.148Z,2022-03-06T19:14:11.148Z,2022-03-06T22:14:11.133Z,0,0,,,,,
176,Нхл,,Nhl,Спортивная организация объединяющая хоккейные клубы США и Канады,2022-02-28,2022-02-28,2022-02-28,1,true,,2022-03-06T19:14:11.181Z,2022-03-06T19:14:11.181Z,2022-03-06T22:14:11.166Z,0,0,,,,,
177,,,Microsoft,американский разработчик ПО,2022-03-04,2022-03-04,2022-03-04,1,true,,2022-03-06T19:14:11.211Z,2022-03-06T19:14:11.211Z,2022-03-06T22:14:11.196Z,0,0,,,,,
178,,,Michelin,Французский гастрономический гид,2022-03-04,2022-03-04,2022-03-04,1,true,,2022-03-06T19:14:11.240Z,2022-03-06T19:14:11.240Z,2022-03-06T22:14:11.225Z,0,0,,,,,
179,,,Lokalise,Латвийский разработчик системы управления переводами,2022-03-02,2022-03-02,2022-03-02,3,true,заблокировал аккаунты,2022-03-06T19:14:11.271Z,2022-03-06T19:14:11.271Z,2022-03-06T22:14:11.256Z,0,0,,,,,
180,,,Weplay,Украинский организатор кибеспортивных соревнований,2022-02-26,2022-02-26,2022-02-26,1,true,,2022-03-06T19:14:11.300Z,2022-03-06T19:14:11.300Z,2022-03-06T22:14:11.285Z,0,0,,,,,
181,,,World Curling Federation,Международная федерация керлинга,2022-02-25,2022-02-25,2022-02-25,1,true,,2022-03-06T19:14:11.329Z,2022-03-06T19:14:11.329Z,2022-03-06T22:14:11.314Z,0,0,,,,,
182,,,Vyos,Разработчик ПО из Испании,2022-02-27,2022-02-27,2022-02-27,1,true,,2022-03-06T19:14:11.358Z,2022-03-06T19:14:11.358Z,2022-03-06T22:14:11.343Z,0,0,,,,,
183,,,Zahid.Host,,2022-03-04,2022-03-04,2022-03-04,1,true,хостинг здорового человека,2022-03-06T19:14:11.393Z,2022-03-06T19:14:11.393Z,2022-03-06T22:14:11.377Z,0,0,,,,,
184,,,Peak Design,производитель сумок для фотокамер и аксессуаров из США,2022-03-04,2022-03-04,2022-03-04,1,true,,2022-03-06T19:14:11.423Z,2022-03-06T19:14:11.423Z,2022-03-06T22:14:11.407Z,0,0,,,,,
185,"https://helpcrunch.com ","https://helpcrunch.com ",Helpcrunch,"инструменты для наполнения сайта,Украина",2022-03-04,2022-03-04,2022-03-04,3,true,украли деньги,2022-03-06T19:14:11.452Z,2022-03-06T19:14:11.452Z,2022-03-06T22:14:11.437Z,0,0,,,,,
186,,,AdsKeeper,платформа для монетизации сайтов,2022-03-02,2022-03-02,2022-03-02,3,true,украли деньги,2022-03-06T19:14:11.482Z,2022-03-06T19:14:11.482Z,2022-03-06T22:14:11.466Z,0,0,,,,,
187,,,zola cosmetics,"бренд косметической продукции,Украина",2022-03-01,2022-03-01,2022-03-01,3,true,личные сообщения. украли деньги,2022-03-06T19:14:11.519Z,2022-03-06T19:14:11.519Z,2022-03-06T22:14:11.500Z,0,0,,,,,
